Index,Ticket ID,Customer Plan,Ticket Subject,Ticket Text,Priority Hint
133,ky6fgUtHJJ,Starter,Prompt library request,The workflow related to classification prompts reported we want fewer copy-paste mistakes. The upload file is a tab-separated file created yesterday. The same workflow worked last week. What should we check before we compare prompt outputs?,Low
134,cwHxaEX6M3,Business,Cannot access workspace,"After checking our shared workspace, we saw that the reset email never arrived. The affected rows are mostly from Germany. It is not urgent, but it affects several users. What is the safest way to check the SSO configuration?",High
135,hjiIIRp0Hr,Enterprise,CSV columns shifted after upload,"During a cleanup involving a product catalog, we found commas in the notes field. The affected rows are mostly from multiple EMEA offices. It is not urgent, but it affects several users. Is there a way to keep multiline notes in one column?",Low
136,qBpo9QOMGf,Enterprise,Rows split into extra columns,The workflow related to a customer export reported unescaped quotes in product descriptions. The affected rows are mostly from Spain. This is blocking today's cleanup work. Can you help us normalize the delimiter?,Medium
137,S6ij6DT8D4,Enterprise,Prompt library request,"Our team is working on translation prompts, and we found we run the same prompt every week. The workspace has 58 active users. We can work around it today, but need a reliable fix. What is the safest way to save reusable templates?",High
138,a9iPaFBlcc,Business,Special characters look wrong,I need help with Portuguese product descriptions because we found the file mixes old and new rows. The affected rows are mostly from the United Kingdom. This is blocking today's cleanup work. Is there a way to re-export the file correctly?,High
139,j2lfuuZkgJ,Pro,Auto-run stopped processing rows,I need help with email addresses because we found only some rows were processed. The workspace has 3 active users. Finance is waiting for an answer. Is there a way to explain the error?,High
140,5l4V7bDRdn,Free,Company matching missed records,"During a cleanup involving names with typos, we found some rows have empty phone numbers. This started after we exported from HubSpot. The file has 1,000,000 rows and 86 columns. We need this before a customer meeting. Can you help us ignore empty fields during merge?",Urgent
141,uarhl7eUqr,Business,Rows split into extra columns,"Our team is working on a supplier spreadsheet, and we found tabs copied from Google Sheets. This started after we exported from an internal admin tool. It is not urgent, but it affects several users. Please keep multiline notes in one column and let me know the next step.",Low
142,meRnLpxhJF,Free,Large export is slow,"We ran into an issue with a 200k-row collection: the file is needed for a scheduled import. This started after we exported from Salesforce. It is not urgent, but it affects several users. Can you confirm whether you can speed up the export?",Medium
143,W7QQtE4oZR,Business,Special characters look wrong,"During a cleanup involving Italian city names, we found UTF-8 worked in Excel but not after upload. The file has 8,500 rows and 28 columns. We can work around it today, but need a reliable fix. Please re-export the file correctly and let me know the next step.",Medium
144,X2OzgZODan,Pro,Export has been running too long,I need help with a 1M-row CSV because we found the file is needed for a scheduled import. The affected rows are mostly from Spain. This is blocking today's cleanup work. What is the safest way to confirm whether the export is still running?,Low
145,IgkJitDNg1,Pro,Export has been running too long,"The workflow related to a deduplicated lead list reported the export must include all columns. The file has 100,000 rows and 120 columns. I can share a sample row if needed. What is the safest way to retry the job?",High
146,HMRDApgbwo,Free,Locked out after email change,"The workflow related to my admin account reported SSO redirects to the wrong workspace. We are using Chrome on Ubuntu. The file has 8,500 rows and 47 columns. We need this before a customer meeting. Could you help us resend the invitation?",Urgent
147,d1EA5kt7JN,Enterprise,Need CSV export before meeting,We ran into an issue with a 1M-row CSV: the export must include all columns. The workspace has 7 active users. We need this before a customer meeting. Can you confirm whether you can export only visible columns?,Low
148,8P1Au4P8KD,Pro,Prompt library request,"A teammate checked research prompts and found we run the same prompt every week. This started after we exported from HubSpot. It is not urgent, but it affects several users. What is the safest way to track prompt versions?",Medium
149,EnD40ShLBT,Free,Need help merging duplicate rows,The workflow related to accounts from two CRMs reported the duplicate groups look too strict. The upload file is a tab-separated file created after a scheduled sync. The same workflow worked last week. Can you confirm whether you can export a change log?,Medium
150,gVQVGLVeQ5,Enterprise,Cannot access workspace,"During a cleanup involving our shared workspace, we found the invite link has expired. We are using Firefox on Windows. The upload file is a CSV created last Friday. We need this before a customer meeting. What should we check before we check the SSO configuration?",High
